PassengerId,Survived,Pclass,Sex,Age,WithFamily,Kid,Youth,SinFare,Group,TicketHead,Embarked_C,Embarked_Q,Embarked_S,WithCabin
372,0.0,3,1,18.0,1,0,1,6.4958,0,330,0,0,1,1
373,0.0,3,1,19.0,0,0,1,8.05,0,369,0,0,1,1
374,0.0,1,1,22.0,0,0,1,33.908325,1,779,1,0,0,1
375,0.0,3,-1,3.0,1,1,0,4.215,1,541,0,0,1,1
376,1.0,1,-1,24.0,1,0,1,41.0854,1,776,1,0,0,1
377,1.0,3,-1,22.0,0,0,1,7.25,0,739,0,0,1,1
378,0.0,1,1,27.0,1,0,1,42.3,1,37,1,0,0,0
379,0.0,3,1,20.0,0,0,1,4.0125,0,242,1,0,0,1
380,0.0,3,1,19.0,0,0,1,7.775,0,446,0,0,1,1
381,1.0,1,-1,42.0,0,0,0,45.505,1,778,1,0,0,1
382,1.0,3,-1,1.0,1,1,0,5.247233333333333,1,247,1,0,0,1
383,0.0,3,1,32.0,0,0,0,7.925,0,801,0,0,1,1
384,1.0,1,-1,35.0,1,0,0,26.0,1,55,0,0,1,1
385,0.0,3,1,24.0,0,0,1,7.8958,0,510,0,0,1,1
386,0.0,2,1,18.0,0,0,1,10.5,1,785,0,0,1,1
387,0.0,3,1,1.0,1,1,0,5.8625,1,757,0,0,1,1
388,1.0,2,-1,36.0,0,0,0,13.0,0,298,0,0,1,1
389,0.0,3,1,24.0,0,0,1,7.7292,0,615,0,1,0,1
390,1.0,2,-1,17.0,0,0,0,12.0,0,790,1,0,0,1
391,1.0,1,1,36.0,1,0,0,30.0,1,43,0,0,1,0
392,1.0,3,1,21.0,0,0,1,7.7958,0,549,0,0,1,1
393,0.0,3,1,28.0,1,0,1,7.925,0,332,0,0,1,1
394,1.0,1,-1,23.0,1,0,1,37.75833333333333,1,573,1,0,0,0
395,1.0,3,-1,24.0,1,0,1,5.566666666666666,1,781,0,0,1,0
396,0.0,3,1,22.0,0,0,1,7.7958,0,559,0,0,1,1
397,0.0,3,-1,31.0,0,0,0,7.8542,0,567,0,0,1,1
398,0.0,2,1,46.0,0,0,0,13.0,1,308,0,0,1,1
399,0.0,2,1,23.0,0,0,1,10.5,0,193,0,0,1,1
400,1.0,2,-1,28.0,0,0,1,12.65,0,186,0,0,1,1
401,1.0,3,1,39.0,0,0,0,7.925,0,801,0,0,1,1
402,0.0,3,1,26.0,0,0,1,8.05,0,402,0,0,1,1
403,0.0,3,-1,21.0,1,0,1,9.825,0,675,0,0,1,1
404,0.0,3,1,28.0,1,0,1,7.925,1,802,0,0,1,1
405,0.0,3,-1,20.0,0,0,1,8.6625,0,360,0,0,1,1
406,0.0,2,1,34.0,1,0,0,10.5,1,313,0,0,1,1
407,0.0,3,1,51.0,0,0,0,7.75,0,441,0,0,1,1
408,1.0,2,1,3.0,1,1,0,6.25,1,321,0,0,1,1
409,0.0,3,1,21.0,0,0,1,7.775,0,342,0,0,1,1
410,0.0,3,-1,24.0,1,0,1,5.0933399999999995,1,671,0,0,1,1
411,0.0,3,1,24.0,0,0,1,7.8958,0,505,0,0,1,1
412,0.0,3,1,24.0,0,0,1,6.8583,0,670,0,1,0,1
413,1.0,1,-1,33.0,1,0,0,30.0,1,120,0,1,0,0
414,0.0,2,1,24.0,0,0,1,0.0,1,178,0,0,1,1
415,1.0,3,1,44.0,0,0,0,7.925,0,801,0,0,1,1
416,0.0,3,-1,24.0,0,0,1,8.05,0,408,0,0,1,1
417,1.0,2,-1,34.0,1,0,0,10.833333333333334,1,305,0,0,1,1
418,1.0,2,-1,18.0,1,0,1,13.0,0,224,0,0,1,1
419,0.0,2,1,30.0,0,0,1,13.0,0,307,0,0,1,1
420,0.0,3,-1,10.0,1,1,0,8.049999999999999,1,425,0,0,1,1
421,0.0,3,1,24.0,0,0,1,7.8958,0,537,1,0,0,1
422,0.0,3,1,21.0,0,0,1,7.7333,0,726,0,1,0,1
423,0.0,3,1,29.0,0,0,1,7.875,0,346,0,0,1,1
424,0.0,3,-1,28.0,1,0,1,4.8,1,457,0,0,1,1
425,0.0,3,1,18.0,1,0,1,6.7375,1,632,0,0,1,1
426,0.0,3,1,24.0,0,0,1,7.25,0,715,0,0,1,1
427,1.0,2,-1,28.0,1,0,1,13.0,1,128,0,0,1,1
428,1.0,2,-1,19.0,0,0,1,13.0,1,226,0,0,1,1
429,0.0,3,1,24.0,0,0,1,7.75,0,598,0,1,0,1
430,1.0,3,1,32.0,0,0,0,8.05,0,800,0,0,1,0
431,1.0,1,1,28.0,0,0,1,26.55,0,5,0,0,1,0
432,1.0,3,-1,24.0,1,0,1,8.05,1,654,0,0,1,1
433,1.0,2,-1,42.0,1,0,0,13.0,1,794,0,0,1,1
434,0.0,3,1,17.0,0,0,0,7.125,0,801,0,0,1,1
435,0.0,1,1,50.0,1,0,0,27.95,1,93,0,0,1,0
436,1.0,1,-1,14.0,1,1,0,30.0,1,43,0,0,1,0
437,0.0,3,-1,21.0,1,0,1,6.875,1,806,0,0,1,1
438,1.0,2,-1,24.0,1,0,1,6.25,1,321,0,0,1,1
439,0.0,1,1,64.0,1,0,0,43.833333333333336,1,123,0,0,1,0
440,0.0,2,1,31.0,0,0,0,10.5,0,742,0,0,1,1
441,1.0,2,-1,45.0,1,0,0,8.75,1,762,0,0,1,1
442,0.0,3,1,20.0,0,0,1,9.5,0,422,0,0,1,1
443,0.0,3,1,25.0,1,0,1,7.775,0,453,0,0,1,1
444,1.0,2,-1,28.0,0,0,1,13.0,0,148,0,0,1,1
445,1.0,3,1,24.0,0,0,1,8.1125,0,683,0,0,1,1
446,1.0,1,1,4.0,1,1,0,27.2861,1,398,0,0,1,0
447,1.0,2,-1,13.0,1,1,0,9.75,1,217,0,0,1,1
448,1.0,1,1,34.0,0,0,0,26.55,0,59,0,0,1,1
449,1.0,3,-1,5.0,1,1,0,4.814575,1,260,1,0,0,1
450,1.0,1,1,52.0,0,0,0,30.5,0,52,0,0,1,0
451,0.0,2,1,36.0,1,0,0,6.9375,1,750,0,0,1,1
452,0.0,3,1,24.0,1,0,1,19.9667,0,680,0,0,1,1
453,0.0,1,1,30.0,0,0,1,27.75,0,31,1,0,0,0
454,1.0,1,1,49.0,1,0,0,44.5521,1,108,1,0,0,0
455,0.0,3,1,24.0,0,0,1,8.05,0,720,0,0,1,1
456,1.0,3,1,29.0,0,0,1,7.8958,0,523,1,0,0,1
457,0.0,1,1,65.0,0,0,0,26.55,0,95,0,0,1,0
458,1.0,1,-1,24.0,1,0,1,25.93125,1,110,0,0,1,0
459,1.0,2,-1,50.0,0,0,0,10.5,0,762,0,0,1,1
460,0.0,3,1,24.0,0,0,1,7.75,0,644,0,1,0,1
461,1.0,1,1,48.0,0,0,0,26.55,0,124,0,0,1,0
462,0.0,3,1,34.0,0,0,0,8.05,0,590,0,0,1,1
463,0.0,1,1,47.0,0,0,0,38.5,0,9,0,0,1,0
464,0.0,2,1,48.0,0,0,0,13.0,0,155,0,0,1,1
465,0.0,3,1,24.0,0,0,1,8.05,0,730,0,0,1,1
466,0.0,3,1,38.0,0,0,0,7.05,0,800,0,0,1,1
467,0.0,2,1,24.0,0,0,1,0.0,1,178,0,0,1,1
468,0.0,1,1,56.0,0,0,0,26.55,0,58,0,0,1,1
469,0.0,3,1,24.0,0,0,1,7.725,0,580,0,1,0,1
470,1.0,3,-1,0.75,1,1,0,4.814575,1,260,1,0,0,1
471,0.0,3,1,24.0,0,0,1,7.25,0,368,0,0,1,1
472,0.0,3,1,38.0,0,0,0,8.6625,0,353,0,0,1,1
473,1.0,2,-1,33.0,1,0,0,6.9375,1,750,0,0,1,1
474,1.0,2,-1,23.0,0,0,1,13.7917,0,795,1,0,0,0
475,0.0,3,-1,22.0,0,0,1,9.8375,0,698,0,0,1,1
476,0.0,1,1,24.0,0,0,1,26.0,1,2,0,0,1,0
477,0.0,2,1,34.0,1,0,0,10.5,1,339,0,0,1,1
478,0.0,3,1,29.0,1,0,1,7.0458,0,434,0,0,1,1
479,0.0,3,1,22.0,0,0,1,7.5208,0,562,0,0,1,1
480,1.0,3,-1,2.0,1,1,0,6.14375,1,338,0,0,1,1
481,0.0,3,1,9.0,1,1,0,5.8625,1,757,0,0,1,1
482,0.0,2,1,24.0,0,0,1,0.0,0,179,0,0,1,1
483,0.0,3,1,50.0,0,0,0,8.05,0,723,0,0,1,1
484,1.0,3,-1,63.0,0,0,0,9.5875,0,672,0,0,1,1
485,1.0,1,1,25.0,1,0,1,45.5396,1,82,1,0,0,0
486,0.0,3,-1,24.0,1,0,1,5.0933399999999995,1,671,0,0,1,1
487,1.0,1,-1,35.0,1,0,0,45.0,1,121,0,0,1,0
488,0.0,1,1,58.0,0,0,0,29.7,0,78,1,0,0,0
489,0.0,3,1,30.0,0,0,1,8.05,0,709,0,0,1,1
490,1.0,3,1,9.0,1,1,0,5.3,1,751,0,0,1,1
491,0.0,3,1,24.0,1,0,1,19.9667,0,681,0,0,1,1
492,0.0,3,1,21.0,0,0,1,7.25,0,800,0,0,1,1
493,0.0,1,1,55.0,0,0,0,30.5,0,53,0,0,1,0
494,0.0,1,1,71.0,0,0,0,49.5042,0,776,1,0,0,1
495,0.0,3,1,21.0,0,0,1,8.05,0,712,0,0,1,1
496,0.0,3,1,24.0,0,0,1,7.22915,1,235,1,0,0,1
497,1.0,1,-1,54.0,1,0,0,39.13335,1,627,1,0,0,0
498,0.0,3,1,24.0,0,0,1,7.55,1,755,0,0,1,1
499,0.0,1,-1,25.0,1,0,1,25.258333333333336,1,49,0,0,1,0
500,0.0,3,1,24.0,0,0,1,7.7958,0,550,0,0,1,1
501,0.0,3,1,17.0,0,0,0,8.6625,0,350,0,0,1,1
502,0.0,3,-1,21.0,0,0,1,7.75,0,594,0,1,0,1
503,0.0,3,-1,24.0,0,0,1,7.6292,0,374,0,1,0,1
504,0.0,3,-1,37.0,0,0,0,9.5875,0,673,0,0,1,1
505,1.0,1,-1,16.0,0,0,0,28.833333333333332,1,0,0,0,1,0
506,0.0,1,1,18.0,1,0,1,36.300000000000004,1,778,1,0,0,0
507,1.0,2,-1,33.0,1,0,0,8.666666666666666,1,239,0,0,1,1
508,1.0,1,1,24.0,0,0,1,26.55,0,13,0,0,1,1
509,0.0,3,1,28.0,0,0,1,7.508333333333333,1,736,0,0,1,1
510,1.0,3,1,26.0,0,0,1,7.061975,1,104,0,0,1,1
511,1.0,3,1,29.0,0,0,1,7.75,0,658,0,1,0,1
512,0.0,3,1,24.0,0,0,1,8.05,0,800,0,0,1,1
513,1.0,1,1,36.0,0,0,0,26.2875,0,768,0,0,1,0
514,1.0,1,-1,54.0,1,0,0,29.7,1,776,1,0,0,1
515,0.0,3,1,24.0,0,0,1,7.4958,0,492,0,0,1,1
516,0.0,1,1,47.0,0,0,0,34.0208,0,629,0,0,1,0
517,1.0,2,-1,34.0,0,0,0,10.5,0,750,0,0,1,0
518,0.0,3,1,24.0,0,0,1,8.049999999999999,1,646,0,1,0,1
519,1.0,2,-1,36.0,1,0,0,13.0,1,142,0,0,1,1
520,0.0,3,1,32.0,0,0,0,7.8958,0,525,0,0,1,1
521,1.0,1,-1,30.0,0,0,1,23.375,1,86,0,0,1,0
522,0.0,3,1,22.0,0,0,1,7.8958,0,535,0,0,1,1
523,0.0,3,1,24.0,0,0,1,7.225,0,232,1,0,0,1
524,1.0,1,-1,44.0,1,0,0,28.9896,1,10,1,0,0,0
525,0.0,3,1,24.0,0,0,1,7.2292,0,295,1,0,0,1
526,0.0,3,1,40.5,0,0,0,7.75,0,614,0,1,0,1
527,1.0,2,-1,50.0,0,0,0,10.5,0,805,0,0,1,1
528,0.0,1,1,24.0,0,0,1,55.4448,1,769,0,0,1,0
529,0.0,3,1,39.0,0,0,0,7.925,0,336,0,0,1,1
530,0.0,2,1,23.0,1,0,1,11.5,0,319,0,0,1,1
531,1.0,2,-1,2.0,1,1,0,8.666666666666666,1,239,0,0,1,1
532,0.0,3,1,24.0,0,0,1,7.2292,0,240,1,0,0,1
533,0.0,3,1,17.0,1,0,0,7.2292,0,285,1,0,0,1
534,1.0,3,-1,24.0,1,0,1,7.452766666666666,1,262,1,0,0,1
535,0.0,3,-1,30.0,0,0,1,8.6625,0,348,0,0,1,1
536,1.0,2,-1,7.0,1,1,0,8.75,1,762,0,0,1,1
537,0.0,1,1,45.0,0,0,0,26.55,0,30,0,0,1,0
538,1.0,1,-1,30.0,0,0,1,35.475,1,779,1,0,0,1
539,0.0,3,1,24.0,0,0,1,7.25,1,587,0,0,1,1
540,1.0,1,-1,22.0,1,0,1,49.5,0,97,1,0,0,0
541,1.0,1,-1,36.0,1,0,0,35.5,1,809,0,0,1,0
542,0.0,3,-1,9.0,1,1,0,4.4678571428571425,1,459,0,0,1,1
543,0.0,3,-1,11.0,1,1,0,4.4678571428571425,1,459,0,0,1,1
544,1.0,2,1,32.0,1,0,0,13.0,1,317,0,0,1,1
545,0.0,1,1,50.0,1,0,0,35.475,1,779,1,0,0,0
546,0.0,1,1,64.0,0,0,0,26.0,0,686,0,0,1,1
547,1.0,2,-1,19.0,1,0,1,13.0,1,317,0,0,1,1
548,1.0,2,1,24.0,0,0,1,13.8625,0,796,1,0,0,1
549,0.0,3,1,33.0,1,0,0,6.841666666666666,1,583,0,0,1,1
550,1.0,2,1,8.0,1,1,0,9.1875,1,749,0,0,1,1
551,1.0,1,1,17.0,1,0,0,27.720825,1,107,1,0,0,0
552,0.0,2,1,27.0,0,0,1,13.0,1,196,0,0,1,1
553,0.0,3,1,24.0,0,0,1,7.8292,0,390,0,1,0,1
554,1.0,3,1,22.0,0,0,1,7.225,0,228,1,0,0,1
555,1.0,3,-1,22.0,0,0,1,7.775,0,461,0,0,1,1
556,0.0,1,1,62.0,0,0,0,26.55,0,68,0,0,1,1
557,1.0,1,-1,48.0,1,0,0,39.6,0,73,1,0,0,0
558,0.0,1,1,24.0,0,0,1,45.505,1,778,1,0,0,1
559,1.0,1,-1,39.0,1,0,0,26.55,1,1,0,0,1,0
560,1.0,3,-1,36.0,1,0,0,8.7,1,416,0,0,1,1
561,0.0,3,1,24.0,0,0,1,7.75,0,648,0,1,0,1
562,0.0,3,1,40.0,0,0,0,7.8958,0,534,0,0,1,1
563,0.0,2,1,28.0,0,0,1,13.5,0,134,0,0,1,1
564,0.0,3,1,24.0,0,0,1,8.05,0,800,0,0,1,1
565,0.0,3,-1,24.0,0,0,1,8.05,0,800,0,0,1,1
566,0.0,3,1,24.0,1,0,1,8.049999999999999,1,713,0,0,1,1
567,0.0,3,1,19.0,0,0,1,7.8958,0,488,0,0,1,1
568,0.0,3,-1,29.0,1,0,1,4.215,1,541,0,0,1,1
569,0.0,3,1,24.0,0,0,1,7.2292,0,281,1,0,0,1
570,1.0,3,1,32.0,0,0,0,7.8542,0,572,0,0,1,1
571,1.0,2,1,62.0,0,0,0,10.5,0,788,0,0,1,1
572,1.0,1,-1,53.0,1,0,0,25.7396,1,76,0,0,1,0
573,1.0,1,1,36.0,0,0,0,26.3875,0,768,0,0,1,0
574,1.0,3,-1,24.0,0,0,1,7.75,0,101,0,1,0,1
575,0.0,3,1,16.0,0,0,0,8.05,0,714,0,0,1,1
576,0.0,3,1,19.0,0,0,1,7.25,1,577,0,0,1,1
577,1.0,2,-1,34.0,0,0,0,13.0,0,190,0,0,1,1
578,1.0,1,-1,39.0,1,0,0,27.95,1,93,0,0,1,0
579,0.0,3,-1,24.0,1,0,1,7.22915,1,284,1,0,0,1
580,1.0,3,1,32.0,0,0,0,7.925,0,801,0,0,1,1
581,1.0,2,-1,25.0,1,0,1,15.0,1,175,0,0,1,1
582,1.0,1,-1,39.0,1,0,0,27.720825,1,107,1,0,0,0
583,0.0,2,1,54.0,0,0,0,13.0,1,308,0,0,1,1
584,0.0,1,1,36.0,0,0,0,40.125,0,87,1,0,0,0
585,0.0,3,1,24.0,0,0,1,8.7125,0,401,1,0,0,1
586,1.0,1,-1,18.0,1,0,1,26.55,1,1,0,0,1,0
587,0.0,2,1,47.0,0,0,0,15.0,0,168,0,0,1,1
588,1.0,1,1,60.0,1,0,0,39.6,1,96,1,0,0,0
589,0.0,3,1,22.0,0,0,1,8.05,0,103,0,0,1,1
590,0.0,3,1,24.0,0,0,1,8.05,0,707,0,0,1,1
591,0.0,3,1,35.0,0,0,0,7.125,0,801,0,0,1,1
592,1.0,1,-1,52.0,1,0,0,39.13335,1,627,1,0,0,0
593,0.0,3,1,47.0,0,0,0,7.25,0,724,0,0,1,1
594,0.0,3,-1,24.0,1,0,1,7.75,0,595,0,1,0,1
595,0.0,2,1,37.0,1,0,0,13.0,1,793,0,0,1,1
596,0.0,3,1,36.0,1,0,0,8.049999999999999,1,425,0,0,1,1
597,1.0,2,-1,24.0,0,0,1,11.0,1,207,0,0,1,1
598,0.0,3,1,49.0,0,0,0,0.0,1,764,0,0,1,1
599,0.0,3,1,24.0,0,0,1,7.225,0,258,1,0,0,1
600,1.0,1,1,49.0,1,0,0,28.4646,1,769,1,0,0,0
601,1.0,2,-1,24.0,1,0,1,13.5,1,189,0,0,1,1
602,0.0,3,1,24.0,0,0,1,7.8958,0,497,0,0,1,1
603,0.0,1,1,24.0,0,0,1,21.2,1,61,0,0,1,1
604,0.0,3,1,44.0,0,0,0,8.05,0,591,0,0,1,1
605,1.0,1,1,35.0,0,0,0,26.55,0,12,1,0,0,1
606,0.0,3,1,36.0,1,0,0,7.775,1,542,0,0,1,1
607,0.0,3,1,30.0,0,0,1,7.8958,0,529,0,0,1,1
608,1.0,1,1,27.0,0,0,1,30.5,0,66,0,0,1,1
609,1.0,2,-1,22.0,1,0,1,10.3948,1,797,1,0,0,1
610,1.0,1,-1,40.0,0,0,0,51.15416666666667,1,774,0,0,1,0
611,0.0,3,-1,39.0,1,0,0,4.4678571428571425,1,459,0,0,1,1
612,0.0,3,1,24.0,0,0,1,7.05,0,800,0,0,1,1
613,1.0,3,-1,24.0,1,0,1,7.75,1,612,0,1,0,1
614,0.0,3,1,24.0,0,0,1,7.75,0,643,0,1,0,1
615,0.0,3,1,35.0,0,0,0,8.05,0,592,0,0,1,1
616,1.0,2,-1,24.0,1,0,1,13.0,1,138,0,0,1,1
617,0.0,3,1,34.0,1,0,0,4.8,1,457,0,0,1,1
618,0.0,3,-1,26.0,1,0,1,8.05,1,728,0,0,1,1
619,1.0,2,-1,4.0,1,1,0,9.75,1,146,0,0,1,0
620,0.0,2,1,26.0,0,0,1,10.5,0,340,0,0,1,1
621,0.0,3,1,27.0,1,0,1,7.2271,1,253,1,0,0,1
622,1.0,1,1,42.0,1,0,0,26.2771,1,72,0,0,1,0
623,1.0,3,1,20.0,1,0,1,5.247233333333333,1,247,1,0,0,1
624,0.0,3,1,21.0,0,0,1,7.8542,0,547,0,0,1,1
625,0.0,3,1,21.0,0,0,1,8.05,1,678,0,0,1,1
626,0.0,1,1,61.0,0,0,0,32.3208,0,628,0,0,1,0
627,0.0,2,1,57.0,0,0,0,12.35,0,135,0,1,0,1
628,1.0,1,-1,21.0,0,0,1,25.986099999999997,1,92,0,0,1,0
629,0.0,3,1,26.0,0,0,1,7.8958,0,507,0,0,1,1
630,0.0,3,1,24.0,0,0,1,7.7333,0,392,0,1,0,1
631,1.0,1,1,80.0,0,0,0,30.0,0,296,0,0,1,0
632,0.0,3,1,51.0,0,0,0,7.0542,0,478,0,0,1,1
633,1.0,1,1,32.0,0,0,0,30.5,0,90,1,0,0,0
634,0.0,1,1,24.0,0,0,1,0.0,0,17,0,0,1,1
635,0.0,3,-1,9.0,1,1,0,4.6499999999999995,1,464,0,0,1,1
636,1.0,2,-1,28.0,0,0,1,13.0,0,169,0,0,1,1
637,0.0,3,1,32.0,0,0,0,7.925,0,801,0,0,1,1
638,0.0,2,1,31.0,1,0,0,8.75,1,748,0,0,1,1
639,0.0,3,-1,41.0,1,0,0,5.669642857142857,1,335,0,0,1,1
640,0.0,3,1,24.0,1,0,1,8.05,1,654,0,0,1,1
641,0.0,3,1,20.0,0,0,1,7.8542,0,558,0,0,1,1
642,1.0,1,-1,24.0,0,0,1,34.65,1,768,1,0,0,0
643,0.0,3,-1,2.0,1,1,0,4.6499999999999995,1,464,0,0,1,1
644,1.0,3,1,24.0,0,0,1,7.061975,1,104,0,0,1,1
645,1.0,3,-1,0.75,1,1,0,4.814575,1,260,1,0,0,1
646,1.0,1,1,48.0,1,0,0,25.576400000000003,1,773,1,0,0,0
647,0.0,3,1,19.0,0,0,1,7.8958,0,514,0,0,1,1
648,1.0,1,1,56.0,0,0,0,35.5,0,89,1,0,0,0
649,0.0,3,1,24.0,0,0,1,7.55,0,784,0,0,1,1
650,1.0,3,-1,23.0,0,0,1,7.55,0,759,0,0,1,1
651,0.0,3,1,24.0,0,0,1,7.8958,0,504,0,0,1,1
652,1.0,2,-1,18.0,1,0,1,11.5,1,149,0,0,1,1
653,0.0,3,1,21.0,0,0,1,8.4333,0,702,0,0,1,1
654,1.0,3,-1,24.0,0,0,1,7.8292,0,377,0,1,0,1
655,0.0,3,-1,18.0,0,0,1,6.75,0,603,0,1,0,1
656,0.0,2,1,24.0,1,0,1,10.5,1,785,0,0,1,1
657,0.0,3,1,24.0,0,0,1,7.8958,0,506,0,0,1,1
658,0.0,3,-1,32.0,1,0,0,7.75,1,596,0,1,0,1
659,0.0,2,1,23.0,0,0,1,13.0,0,326,0,0,1,1
660,0.0,1,1,58.0,1,0,0,37.75833333333333,1,573,1,0,0,0
661,1.0,1,1,50.0,1,0,0,66.825,1,777,0,0,1,1
662,0.0,3,1,40.0,0,0,0,7.225,0,231,1,0,0,1
663,0.0,1,1,47.0,0,0,0,25.5875,0,679,0,0,1,0
664,0.0,3,1,36.0,0,0,0,7.4958,0,493,0,0,1,1
665,1.0,3,1,20.0,1,0,1,7.925,0,801,0,0,1,1
666,0.0,2,1,32.0,1,0,0,10.5,1,785,0,0,1,1
667,0.0,2,1,25.0,0,0,1,13.0,0,157,0,0,1,1
668,0.0,3,1,24.0,0,0,1,7.775,0,343,0,0,1,1
669,0.0,3,1,43.0,0,0,0,8.05,0,721,0,0,1,1
670,1.0,1,-1,24.0,1,0,1,26.0,1,127,0,0,1,0
671,1.0,2,-1,40.0,1,0,0,13.0,1,325,0,0,1,1
672,0.0,1,1,31.0,1,0,0,26.0,1,761,0,0,1,0
673,0.0,2,1,70.0,0,0,0,10.5,0,744,0,0,1,1
674,1.0,2,1,31.0,0,0,0,13.0,0,192,0,0,1,1
675,0.0,2,1,24.0,0,0,1,0.0,0,181,0,0,1,1
676,0.0,3,1,18.0,0,0,1,7.775,0,544,0,0,1,1
677,0.0,3,1,24.5,0,0,1,8.05,0,407,0,0,1,1
678,1.0,3,-1,18.0,0,0,1,9.8417,0,676,0,0,1,1
679,0.0,3,-1,43.0,1,0,0,5.8625,1,757,0,0,1,1
680,1.0,1,1,36.0,1,0,0,128.0823,1,778,1,0,0,0
681,0.0,3,-1,24.0,0,0,1,8.1375,0,383,0,1,0,1
682,1.0,1,1,27.0,0,0,1,25.576400000000003,1,773,1,0,0,0
683,0.0,3,1,20.0,0,0,1,9.225,0,684,0,0,1,1
684,0.0,3,1,14.0,1,1,0,5.8625,1,757,0,0,1,1
685,0.0,2,1,60.0,1,0,0,13.0,1,325,0,0,1,1
686,0.0,2,1,25.0,1,0,1,10.3948,1,797,1,0,0,1
687,0.0,3,1,14.0,1,1,0,5.669642857142857,1,335,0,0,1,1
688,0.0,3,1,19.0,0,0,1,10.1708,0,511,0,0,1,1
689,0.0,3,1,18.0,0,0,1,7.7958,0,551,0,0,1,1
690,1.0,1,-1,15.0,1,1,0,52.834375,1,187,0,0,1,0
691,1.0,1,1,31.0,1,0,0,28.5,1,113,0,0,1,0
692,1.0,3,-1,4.0,1,1,0,6.70835,1,539,1,0,0,1
693,1.0,3,1,24.0,0,0,1,7.061975,1,104,0,0,1,1
694,0.0,3,1,25.0,0,0,1,7.225,0,267,1,0,0,1
695,0.0,1,1,60.0,0,0,0,26.55,0,63,0,0,1,1
696,0.0,2,1,52.0,0,0,0,13.5,0,208,0,0,1,1
697,0.0,3,1,44.0,0,0,0,8.05,0,585,0,0,1,1
698,1.0,3,-1,24.0,0,0,1,7.7333,0,576,0,1,0,1
699,0.0,1,1,49.0,1,0,0,27.720825,1,107,1,0,0,0
700,0.0,3,1,42.0,0,0,0,7.65,0,479,0,0,1,0
701,1.0,1,-1,18.0,1,0,1,45.505,1,778,1,0,0,0
702,1.0,1,1,35.0,0,0,0,26.2875,0,768,0,0,1,0
703,0.0,3,-1,18.0,1,0,1,7.2271,1,286,1,0,0,1
704,0.0,3,1,25.0,0,0,1,7.7417,0,620,0,1,0,1
705,0.0,3,1,26.0,1,0,1,7.8542,0,545,0,0,1,1
706,0.0,2,1,39.0,0,0,0,13.0,1,226,0,0,1,1
707,1.0,2,-1,45.0,0,0,0,13.5,0,140,0,0,1,1
708,1.0,1,1,42.0,0,0,0,26.2875,0,768,0,0,1,0
709,1.0,1,-1,22.0,0,0,1,25.258333333333336,1,49,0,0,1,1
710,1.0,3,1,24.0,1,0,1,5.081933333333333,1,255,1,0,0,1
711,1.0,1,-1,24.0,0,0,1,49.5042,0,769,1,0,0,0
712,0.0,1,1,24.0,0,0,1,26.55,0,26,0,0,1,0
713,1.0,1,1,48.0,1,0,0,26.0,1,127,0,0,1,0
714,0.0,3,1,29.0,0,0,1,9.4833,0,694,0,0,1,1
715,0.0,2,1,52.0,0,0,0,6.5,1,219,0,0,1,1
716,0.0,3,1,19.0,0,0,1,7.65,0,482,0,0,1,0
717,1.0,1,-1,38.0,0,0,0,45.505,1,778,1,0,0,0
718,1.0,2,-1,27.0,0,0,1,10.5,0,403,0,0,1,0
719,0.0,3,1,24.0,0,0,1,7.75,1,606,0,1,0,1
720,0.0,3,1,33.0,0,0,0,7.775,0,439,0,0,1,1
721,1.0,2,-1,6.0,1,1,0,11.0,1,207,0,0,1,1
722,0.0,3,1,17.0,1,0,0,7.0542,0,557,0,0,1,1
723,0.0,2,1,34.0,0,0,0,13.0,0,84,0,0,1,1
724,0.0,2,1,50.0,0,0,0,13.0,0,216,0,0,1,1
725,1.0,1,1,27.0,1,0,1,26.55,1,67,0,0,1,0
726,0.0,3,1,20.0,0,0,1,8.6625,0,358,0,0,1,1
727,1.0,2,-1,30.0,1,0,1,10.5,1,339,0,0,1,1
728,1.0,3,-1,24.0,0,0,1,7.7375,0,622,0,1,0,1
729,0.0,2,1,25.0,1,0,1,13.0,1,162,0,0,1,1
730,0.0,3,-1,25.0,1,0,1,7.925,0,802,0,0,1,1
731,1.0,1,-1,29.0,0,0,1,52.834375,1,187,0,0,1,0
732,0.0,3,1,11.0,0,1,0,9.39375,1,294,1,0,0,1
733,0.0,2,1,24.0,0,0,1,0.0,0,180,0,0,1,1
734,0.0,2,1,23.0,0,0,1,13.0,0,311,0,0,1,1
735,0.0,2,1,23.0,0,0,1,13.0,0,152,0,0,1,1
736,0.0,3,1,28.5,0,0,1,8.05,1,678,0,0,1,1
737,0.0,3,-1,48.0,1,0,0,6.875,1,806,0,0,1,1
738,1.0,1,1,35.0,0,0,0,128.0823,1,778,1,0,0,0
739,0.0,3,1,24.0,0,0,1,7.8958,0,484,0,0,1,1
740,0.0,3,1,24.0,0,0,1,7.8958,0,501,0,0,1,1
741,1.0,1,1,24.0,0,0,1,30.0,0,106,0,0,1,0
742,0.0,1,1,36.0,1,0,0,26.28333333333333,1,118,0,0,1,0
743,1.0,1,-1,21.0,1,0,1,37.482142857142854,1,776,1,0,0,0
744,0.0,3,1,24.0,1,0,1,8.05,1,655,0,0,1,1
745,1.0,3,1,31.0,0,0,0,7.925,0,801,0,0,1,1
746,0.0,1,1,70.0,1,0,0,35.5,1,809,0,0,1,0
